Title,DOI,Sample Name,Main Transition Metal Type,Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Electronic Afiinity,Number of d electrons,Covalent Radius,Second Transition Metal Type,Carbon Material Type,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Second Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),O Content (wt. %),C Content (wt. %),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (～C),Pyrolysis Time (h),Rising Rate (～C min-1),Product,Electrolyte,Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane,Nafion Membrane Thickness (米m),Electrode Substrate Type,Carbon Paper/Glassy Carbon,Electrode Area cm2,lsv speed (mV/s),Electrolyte pH,FE of Product (CO) at -0.2V (vs.RHE),FE of Product (CO) at -0.3V (vs.RHE),FE of Product (CO) at -0.4V (vs.RHE),FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),FE of Product (CO) at -1V (vs.RHE),FE of Product (CO) at -1.1V (vs.RHE),FE of Product (CO) at -1.2V (vs.RHE),Partial Current Censity (CO) at -0.2V (vs.RHE),Partial Current Censity (CO) at -0.3V (vs.RHE),Partial Current Censity (CO) at -0.4V (vs.RHE),Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Censity (CO) at -1.0V (vs.RHE),Partial Current Censity (CO) at -1.1V (vs.RHE),Partial Current Censity (CO) at -1.2V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) 灰=E-Eo,COㄛ-0.11 eVㄛFormateㄛ-0.011",Overpotential (V),Maximum FE,Partial Current Density at Maximum FE (mA/cm2),Long-term durability(hㄘ,Long-term durability=FE decrease%/奀潔ㄗhㄘ,TOF Reported (h-1),Tafel Slope
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,CON400,none,0,0,0,0,0,0,0,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,0,0,2.724888838,0,7.544342557,89.7307686,34.72803347,44.76987448,15.06276151,5.439330544,0.95,1358.5,0,400,3,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,0.01,8.16,16.76,25.36,16.51,9.49,5.15,,,,,,,,,,,,,-0.78,-0.67,0.67,27.09,,,,,139
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,Fe-CON400-100,Fe,55.845,26,7.83,1.83,14.57,6,125,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,1.8,0,4.059706134,4,5.759154163,85.49172044,59.51742627,31.09919571,7.774798928,1.608579088,0.95,1358.5,0,100,2,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,12.38,15.81,19.24,20.77,19.62,19.24,21.92,,,,,,,,,,,,,-0.75,-0.64,0.64,26.89,,,,,110
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,Fe-CON400-200,Fe,55.845,26,7.83,1.83,14.57,6,125,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,1.8,0,4.124881447,4.1,5.734098294,85.45174682,59.8944591,30.34300792,8.443271768,1.319261214,0.95,1358.5,0,200,2,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,48.32,52.12,55.92,56.32,52.12,42.17,,,,,,,,,,,,,,-0.77,-0.66,0.66,59.74,,,,,
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,Fe-CON400-300,Fe,55.845,26,7.83,1.83,14.57,6,125,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,1.8,0,4.168675073,4.7,5.684698273,85.45706156,60.05221932,30.02610966,7.832898172,2.088772846,0.95,1358.5,0,300,2,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,95.04,95.34,95.04,89.64,87.1,82.35,,,,,,,,,,,,,,-0.62,-0.51,0.51,95.34,,,,,
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,Fe-CON400-400,Fe,55.845,26,7.83,1.83,14.57,6,125,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,1.8,0,4.191095283,5.1,5.610935726,85.5076746,61.03896104,29.09090909,8.051948052,1.818181818,0.95,1358.5,0,400,2,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,98.66,98.74,98.66,98.93,98.58,94.2,,,,,,,,,,,,,,-0.87,-0.76,0.76,99.32,,,,,
"Fe1N4-O1 site with axial Fe-O coordination for high-selective CO2
reduction over wide potential range",10.1039/D1EE00569C,Fe-CN600-400,Fe,55.845,26,7.83,1.83,14.57,6,125,none,L-alamine derived porous carbon,0,0,0,0,0,0,1,1.8,0,4.490812831,5.1,4.933042666,85.87978823,61.65048544,30.33980583,8.009708738,0,0.85,1342.3,0,400,2,3,CO,NaHCO3,0,0.1,1,nafion 117,177.8,carbon paper,1,1,,7,,,,88.22,91.26,88.22,82.78,78.42,69.81,,,,,,,,,,,,,,-0.61,-0.5,0.5,91.77,,,,,
"Fluorine-tuned single-atom catalysts with dense surface Ni-N4 sites on
ultrathin carbon nanosheets for efficient CO2 electroreduction",10.1016/j.apcatb.2020.119591,Ni-SAs@FNC,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanosheet,0,0,1,0,0,0,0,5.92,0,16.88,4.3,,,19.21556704,23.90290869,35.1930678,21.68845647,1.01,298,0,900,1,2.5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,,7.3,,,,67.91,87.44,92.79,96.2,95.33,,,,,,,0.96,5.52,15.59,22.7,29.19,32.55,,,-0.77,-0.66,0.66,96.43,20.95,,,,
"Gram-scale synthesis of single-atom
metal每N每CNT catalysts for highly efficient
CO2 electroreduction",10.1039/d0cc07263j,1.5% Ni-N-CNT,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,1,0,0,0,0,1.5,0,,4,,,39.16993831,20.39259675,33.35950645,7.077958497,,,0,1000,2,5,CO,KHCO3,0,0.5,0.5,not mentioned,177.8,glassy carbon,0,,,7.3,,,,59.51249,82.86004,89.82734,94.32054,37.38777,,,,,,,1.00101,6.42787,16.84597,27.89933,27.75413,,,,-0.8,-0.69,0.69,94.32054,27.9,,,,
Highly Efficient Electroreduction of CO2 on Nickel Single_x0002_Atom Catalysts: Atom Trapping and Nitrogen Anchoring,10.1002/smll.201903668,NiSA-NGA-700,Ni,58.693,28,7.61,1.91,111.54,8,121,none,3d porous melamine foam,0,0,0,0,0,0,1,2.7,0,11,3,9.3,77,55.4,28,10.7,5.97,,,0,700,1,,CO,KHCO3,0,0.5,,nafion 117,177.8,Pt plate,0,1,,7.3,,,1.02903,1.66129,5.56977,9.30583,26.03185,32.75675,,,,,,0.03427,0.05706,0.07985,0.14821,0.67647,1.18401,,,,-0.9,-0.79,0.79,32.75675,1.18401,,,,
Highly Efficient Electroreduction of CO2 on Nickel Single_x0002_Atom Catalysts: Atom Trapping and Nitrogen Anchoring,10.1002/smll.201903668,NiSA-NGA-800,Ni,58.693,28,7.61,1.91,111.54,8,121,none,3d porous melamine foam,0,0,0,0,0,0,1,2.7,0,5.6,3,11.2,80.5,54.7,28.7,12.1,4.4,,,0,800,1,,CO,KHCO3,0,0.5,,nafion 117,177.8,Pt plate,0,1,,7.3,,,3.67301,8.21375,19.47939,31.20485,35.11334,36.66524,,,,,,0.05706,0.0467,0.2145,0.80077,1.59004,2.69421,,,,-0.9,-0.79,0.79,36.66524,2.69421,,,,
Highly Efficient Electroreduction of CO2 on Nickel Single_x0002_Atom Catalysts: Atom Trapping and Nitrogen Anchoring,10.1002/smll.201903668,NiSA-NGA-900,Ni,58.693,28,7.61,1.91,111.54,8,121,none,3d porous melamine foam,0,0,0,0,0,0,1,2.6,0,3.9,3,9.5,84.1,52.4,35.1,10.4,2.2,1.18,,0,900,1,,CO,KHCO3,0,0.5,,nafion 117,177.8,Pt plate,0,1,,7.3,,,2.2648,12.12224,43.70626,67.61701,90.14828,86.84331,,,,,,0.05706,0.13578,0.79041,2.62584,5.76017,7.90013,,,,-0.8,-0.69,0.69,90.14828,5.76017,,,,125
Highly Efficient Electroreduction of CO2 on Nickel Single_x0002_Atom Catalysts: Atom Trapping and Nitrogen Anchoring,10.1002/smll.201903668,NiSA-NGA-1000,Ni,58.693,28,7.61,1.91,111.54,8,121,none,3d porous melamine foam,0,0,0,0,0,0,1,3,0,5.3,3,6.1,85.6,51.2,37.3,8.2,3.4,,,0,1000,1,,CO,KHCO3,0,0.5,,nafion 117,177.8,Pt plate,0,1,,7.3,,,1.17273,2.43724,8.9897,28.70457,51.66693,53.07513,,,,,,0.05706,0.01149,0.09228,0.61018,1.42017,2.78536,,,,-0.9,-0.79,0.79,53.07513,2.78536,,,,
"Highly Efficient Nickel, Iron, and Nitrogen Codoped Carbon
Catalysts Derived from Industrial Waste Petroleum Coke for
Electrochemical CO2 Reduction",10.1021/acssuschemeng.0c03054,N-PC,none,0,0,0,0,0,0,0,none,Industrial Waste Petroleum Coke derived,0,0,0,0,0,0,1,0,0,10.2,0,,,54,20,21,5,1.1,,0,900,,,CO,KHCO3,0,0.5,1,nafion 115,127,carbon paper,1,1,,7.2,,,4.28234,14.26891,24.41526,42.52424,52.96353,42.39108,15.44066,,,0.09703,0.19873,0.14326,0.14326,0.19873,0.29117,0.74417,1.25263,1.35432,,,-0.8,-0.69,0.69,52.96353,0.74417,,,,134
"Highly Efficient Nickel, Iron, and Nitrogen Codoped Carbon
Catalysts Derived from Industrial Waste Petroleum Coke for
Electrochemical CO2 Reduction",10.1021/acssuschemeng.0c03054,Ni-N-PC,Ni,58.693,28,7.61,1.91,111.54,8,121,none,Industrial Waste Petroleum Coke derived,0,0,0,0,0,0,1,5,0,8.4,4,,,49,19,23,9,1.12,,0,900,,,CO,KHCO3,0,0.5,1,nafion 115,127,carbon paper,1,1,,7.2,,5.58725,13.97597,48.88901,85.69285,95.8392,96.71802,94.24135,80.76614,,,0.14326,0.14326,0.09703,0.44833,3.0646,10.70077,17.99489,22.92234,23.37534,,,-0.8,-0.69,0.69,96.71802,17.99489,,,,101
"Highly Efficient Nickel, Iron, and Nitrogen Codoped Carbon
Catalysts Derived from Industrial Waste Petroleum Coke for
Electrochemical CO2 Reduction",10.1021/acssuschemeng.0c03054,Fe-N-PC,Fe,55.845,26,7.83,1.83,14.57,6,125,none,Industrial Waste Petroleum Coke derived,0,0,0,0,0,0,1,4.7,0,6.7,4,,,56,20,18,6,1.1,,0,900,,,CO,KHCO3,0,0.5,1,nafion 115,127,carbon paper,1,1,,7.2,13.54987,32.96376,58.02339,62.36422,50.19392,31.95179,17.8907,10.22102,5.00137,,,0.14326,0.24495,1.19716,3.31421,5.2741,5.72709,4.77488,4.26642,3.46213,,,-0.5,-0.39,0.39,62.36422,3.31421,,,,107
"Highly Efficient Nickel, Iron, and Nitrogen Codoped Carbon
Catalysts Derived from Industrial Waste Petroleum Coke for
Electrochemical CO2 Reduction",10.1021/acssuschemeng.0c03054,Fe/Ni-N-PC,Ni,58.693,28,7.61,1.91,111.54,8,121,Fe,Industrial Waste Petroleum Coke derived,0,0,0,0,0,0,1,4.8,0.4,7.9,4,,,54,20,21,5,1.12,,0,900,,,CO,KHCO3,0,0.5,1,nafion 115,127,carbon paper,1,1,,7.2,,10.08786,23.11035,56.71848,83.24281,90.77934,89.47443,87.42385,74.82746,,,0.04157,0.19873,0.24495,0.90133,4.36811,12.36483,19.55725,26.24121,28.00696,,,-0.7,-0.59,0.59,90.77934,12.36483,,,,121
"Highly Efficient Porous Carbon Electrocatalyst with Controllable
N-Species Content for Selective CO2 Reduction",10.1002/ange.201912751,NPC-900,none,0,0,0,0,0,0,0,none,MOF-derived,1,0,0,0,0,0,0,0,0,2.17,0,,,30.59639,20.66434,38.29846,10.44081,,,0,900,5,,CO,KHCO3,0,0.5,0.6,not mentioned,177.8,carbon paper,1,1,,7.65,,,76.15,87.39,93.68,70.38,53.76,35.73,21.65,13.29,,,,0.66431737,1.390051557,2.711961056,3.13145253,3.510028032,3.269988162,,,,-0.55,-0.44,0.44,87.82384,2.051006307,,,,
"Highly Efficient Porous Carbon Electrocatalyst with Controllable
N-Species Content for Selective CO2 Reduction",10.1002/ange.201912751,NPC-1000,none,0,0,0,0,0,0,0,none,MOF-derived,1,0,0,0,0,0,0,0,0,2.07,0,,,25.5336,23.72945,42.83794,7.80248,1.16,,0,1000,5,,CO,KHCO3,0,0.5,0.6,not mentioned,177.8,carbon paper,1,1,,7.65,,,77.97,94.89,95.58,84.54,68.12,51.49,33.71,19.19,,,,0.786070149,1.899299262,3.7711089,5.305189344,6.168579352,6.213730816,,,,-0.55,-0.44,0.44,98.15,2.835204081,,,,148
"Highly Efficient Porous Carbon Electrocatalyst with Controllable
N-Species Content for Selective CO2 Reduction",10.1002/ange.201912751,NPC-1100,none,0,0,0,0,0,0,0,none,MOF-derived,1,0,0,0,0,0,0,0,0,1.63,0,,,18.35533,24.15624,40.82039,16.66804,,,0,1100,5,,CO,KHCO3,0,0.5,0.6,not mentioned,177.8,carbon paper,1,1,,7.65,,,61.82,72.9,64.91,49.56,35.13,26.68,20.36,13.41,,,,0.322817858,0.59428809,0.89562818,1.2133527,1.453844511,1.803925512,,,,-0.45,-0.34,0.34,74.83894,0.458552974,,,,
"Highly Efficient Porous Carbon Electrocatalyst with Controllable
N-Species Content for Selective CO2 Reduction",10.1002/ange.201912751,NPC-1000-3,none,0,0,0,0,0,0,0,none,MOF-derived,1,0,0,0,0,0,0,0,0,2.11,0,,,28.48,40.19,18.97,12.34,,,0,1000,3,,CO,KHCO3,0,0.5,0.6,not mentioned,177.8,carbon paper,1,1,,7.65,,,84.54,89.8,87.91,77.57,60.3,44.26,28.35,16,,,,0.732970254,1.75010322,3.153929488,4.340336266,4.73437611,4.526899522,,,,-0.55,-0.44,0.44,90.44368,2.452016354,,,,
"Highly Efficient Porous Carbon Electrocatalyst with Controllable
N-Species Content for Selective CO2 Reduction",10.1002/ange.201912751,NPC-1000-7,none,0,0,0,0,0,0,0,none,MOF-derived,1,0,0,0,0,0,0,0,0,2.03,0,,,16.55,35.44,33.33,15.29,,,0,1000,7,,CO,KHCO3,0,0.5,0.6,not mentioned,177.8,carbon paper,1,1,,7.65,,,75.37,91.57,88.39,76.78,60.62,42.75,27.53,16.59,,,,0.640094799,1.836573705,3.37808902,4.666527162,5.122899208,4.7758248,,,,-0.55,-0.44,0.44,92.94063,2.607331363,,,,
"Highly exposed atomic FeeN active sites within carbon nanorods
towards electrocatalytic reduction of CO2 to CO",10.1016/j.electacta.2020.135930,N-C,none,0,0,0,0,0,0,0,none,carbon nanorod,0,0,0,0,1,0,0,0,0,24.65026532,0,,,38.11,52.4,9.49,0,1,475.65,1,800,2,,CO,KHCO3,0,0.5,1,not mentioned,177.8,glassy carbon,0,0.2,,7.2,,,,0.01,0.25746,0.54504,0.41432,0.12674,,,,,,,,0.00216,0.05058,0.0144,0.00549,,,,-0.73,-0.62,0.62,1.25,0.1,,,,193
"Highly exposed atomic FeeN active sites within carbon nanorods
towards electrocatalytic reduction of CO2 to CO",10.1016/j.electacta.2020.135930,Fe-N-C-0.4,Fe,55.845,26,7.83,1.83,14.57,6,125,none,carbon nanorod,0,0,0,0,1,0,0,6.665028564,0,16.67332146,4,,,33.9,58.9,7.21,0,1.01,635.15,1,800,2,,CO,KHCO3,0,0.5,1,not mentioned,177.8,glassy carbon,0,0.2,,7.2,,,,14.34921,91.71004,14.34921,5.09414,1.4078,,,,,,,,0.59268,0.4168,0.18415,0.04445,,,,-0.57,-0.46,0.46,95,0.2476,,,173.96,140
"Highly exposed atomic FeeN active sites within carbon nanorods
towards electrocatalytic reduction of CO2 to CO",10.1016/j.electacta.2020.135930,Fe-N-C-0.5,Fe,55.845,26,7.83,1.83,14.57,6,125,none,carbon nanorod,0,0,0,0,1,0,0,11.9199485,0,17.02996079,4,,,42.07,50.81,7.12,0,1.02,720.81,1,800,2,,CO,KHCO3,0,0.5,1,not mentioned,177.8,glassy carbon,0,0.2,,7.2,,,,37.95746,97.40948,37.95746,13.9309,5.38173,,,,,,,,1.20435,1.45536,1.11919,0.79527,,,,-0.57,-0.46,0.46,95,0.6533,,,323,105
"Highly exposed atomic FeeN active sites within carbon nanorods
towards electrocatalytic reduction of CO2 to CO",10.1016/j.electacta.2020.135930,Fe-N-C-0.6,Fe,55.845,26,7.83,1.83,14.57,6,125,none,carbon nanorod,0,0,0,0,1,0,0,7.207207207,0,15.05791506,4,,,36.22,56.65,7.14,0,1.04,612.94,1,800,2,,CO,KHCO3,0,0.5,1,not mentioned,177.8,glassy carbon,0,0.2,,7.2,,,,19.47348,49.19949,19.47348,8.51904,3.52549,,,,,,,,1.20435,1.37076,1.28616,0.89211,,,,-0.53,-0.42,0.42,95,0.3965,,,664,141
"Highly Selective Two-Electron Electrocatalytic CO2
Reduction on Single-Atom Cu Catalysts",10.1002/sstr.202000058,NG,none,0,0,0,0,0,0,0,none,graphene matrix,0,0,1,0,0,0,0,0,0,,0,,,51.8317692,36.44768856,11.72054223,0,,,1,900,1,3,CO,KHCO3,0,0.1,,nafion 117,177.8,glassy carbon,0,1,,6.8,,,,4.48,6.87,4.48,4.69,4.99,3.952,,,,,,0.08337,0.11151,0.14331,0.18163,0.24194,0.29127,,,-0.59,-0.48,0.48,7.53,0.11151,,,,349
"Highly Selective Two-Electron Electrocatalytic CO2
Reduction on Single-Atom Cu Catalysts",10.1002/sstr.202000058,Cu-N4-NG,Cu,63.546,29,7.69,1.9,119.16,10,138,none,graphene matrix,0,0,1,0,0,0,0,4.7,0,,4,,,44.78981241,39.10036971,16.10981788,0,,,1,900,1,3,CO,KHCO3,0,0.1,,nafion 117,177.8,glassy carbon,0,1,,6.8,,,10.79903,26.03365,50.57522,66.86241,75.44919,80.40736,78.9116,72.42997,63.0953,,,0.18112,0.34045,0.64278,0.9687,1.24266,1.55109,1.79152,1.95765,,-0.89,-0.78,0.78,80.71,1.55109,,,,151
"In-situ CVD synthesis of Ni@N-CNTs/carbon paper electrode for
electro-reduction of CO2",10.1016/j.carbon.2020.10.044,1Ni@N-CNTs/CP-700,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,2.575564413,0,3.682605258,4,2.091435764,91.55841012,49.87206,38.70668,11.42126,0,,,1,700,0.5,2,CO,KHCO3,0,0.5,,nafion 115,127,carbon paper,1,,,7.2,,,,41.58,42.28,42.98,42.28,31.19,23.34,,,,,,,,1.709941248,2.810031963,3.238947383,4.345712878,,,-0.76,-0.65,0.65,46.13,2.4393544,,,,
"In-situ CVD synthesis of Ni@N-CNTs/carbon paper electrode for
electro-reduction of CO2",10.1016/j.carbon.2020.10.044,2.5Ni@N-CNTs/CP-700,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,4.468391032,0,4.86656449,4,2.338479041,88.16698004,45.18061,42.3732,12.44619,0,,,1,700,0.5,2,CO,KHCO3,0,0.5,,nafion 115,127,carbon paper,1,,,7.2,,,,21.16,31.57,41.98,52.39,43.21,35.86,,,,,,,,2.844021579,6.18304894,6.557683551,7.228108708,,,-0.76,-0.65,0.65,57.22,6.156872,,,,158
"In-situ CVD synthesis of Ni@N-CNTs/carbon paper electrode for
electro-reduction of CO2",10.1016/j.carbon.2020.10.044,5Ni@N-CNTs/CP-700,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,3.531120796,0,5.609565315,4,2.068866434,88.664336,46.95443,41.72056,11.32501,0,,,1,700,0.5,2,CO,KHCO3,0,0.5,,nafion 115,127,carbon paper,1,,,7.2,,,,11.718472,21.590498,31.462524,41.33455,31.706278,29.9025,,,,,,,,1.652433784,3.47718883,3.99235687,5.40935926,,,-0.76,-0.65,0.65,50,3.605,,,,
"In-situ CVD synthesis of Ni@N-CNTs/carbon paper electrode for
electro-reduction of CO2",10.1016/j.carbon.2020.10.044,2.5Ni@N-CNTs/CP-600,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,5.744624203,0,5.349955365,4,2.192604658,86.50765062,56.65582,33.72075,9.62343,0,,,1,600,0.5,2,CO,KHCO3,0,0.5,,nafion 115,127,carbon paper,1,,,7.2,,,,33.631934,34.643512,35.65509,34.643512,25.295552,19.725778,,,,,,,,1.457339764,2.374327046,2.395488774,3.405367181,,,-0.76,-0.65,0.65,39.84,2.685216,,,,
"In-situ CVD synthesis of Ni@N-CNTs/carbon paper electrode for
electro-reduction of CO2",10.1016/j.carbon.2020.10.044,2.5Ni@N-CNTs/CP-800,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,5.298932328,0,3.587818764,4,2.081723415,88.84227791,45.18673,41.38251,13.43076,0,,,1,800,0.5,2,CO,KHCO3,0,0.5,,nafion 115,127,carbon paper,1,,,7.2,,,,24.018978,28.953692,33.888406,38.82312,29.285956,20.868636,,,,,,,,2.977302915,5.105901205,5.027921987,2.523827712,,,-0.76,-0.65,0.65,42.19,1.345861,,,,
"N-Bridged Co每N每Ni: new bimetallic sites for
promoting electrochemical CO2 reduction",10.1039/d0ee03947k,Ni-N/NPCNSs,Ni,58.693,28,7.61,1.91,111.54,8,121,none,"N-doped porous carbon
nanosheets",0,0,1,0,0,0,0,0.244,0,2.27,3.9,,,61.23348018,26.43171806,12.33480176,0,1,1515,0,1000,1,5,CO,KHCO3,0,0.1,1,nafion 211,25,carbon paper,1,,,8,,5.72236,16.80522,43.74587,64.78069,85.1621,81.59347,63.54926,,,,,,0.69225,1.05873,1.53797,2.88055,4.45218,,,,,-0.75,-0.64,0.64,90.77,3.7,,,3909,
"N-Bridged Co每N每Ni: new bimetallic sites for
promoting electrochemical CO2 reduction",10.1039/d0ee03947k,Co-N/NPCNSs,Co,58.93,27,7.81,1.88,63.87,7,126,none,"N-doped porous carbon
nanosheets",0,0,1,0,0,0,0,0.251,0,2.29,4,,,54.14847162,27.94759825,17.90393013,0,1,1575,0,1000,1,5,CO,KHCO3,0,0.1,1,nafion 211,25,carbon paper,1,,,8,,9.01454,42.238,61.91573,64.25294,60.40786,42.36366,24.31946,,,,,,1.17149,1.93968,2.95455,4.56494,6.44314,,,,,-0.58,-0.47,0.47,66.28,2.8,,,1774,
"N-Bridged Co每N每Ni: new bimetallic sites for
promoting electrochemical CO2 reduction",10.1039/d0ee03947k,Co-N-Ni/NCNSs,Ni,58.693,28,7.61,1.91,111.54,8,121,Co,"N-doped porous carbon
nanosheets",0,0,1,0,0,0,0,0.121,0.119,3.03,4.2,,,57.42574257,27.06270627,15.51155116,0,1.04,1585,0,1000,1,5,CO,KHCO3,0,0.1,1,nafion 211,25,carbon paper,1,,,8,,78.04997,87.75062,96.37062,95.54129,88.98204,76.81854,64.65504,,,,,,1.86216,3.55008,5.82999,10.37221,,,,,,-0.48,-0.37,0.37,96.64,3.22,,,2031,
"A highly efficient diatomic nickel electrocatalyst
for CO2 reduction",10.1039/d0cc03410j,Ni-N@C1,Ni,58.693,28,7.61,1.91,111.54,8,121,none,PANI-carbon black derived,0,0,0,1,0,1,0,0.237,0,2.4,3,,,25,8.75,45,21.2,,215,1,1000,1,5,CO,KHCO3,0,0.5,0.3,nafion 117,177.8,carbon paper,1,1,,7.2,,,,93.96553,96.04346,98.12139,98.46508,97.563,94.99061,79.82074,,,,,,1.54817,5.91165,12.24031,18.39251,25.10618,26.54998,,-0.8,-0.69,0.69,98.46508,12.24031,,,,
"A highly efficient diatomic nickel electrocatalyst
for CO2 reduction",10.1039/d0cc03410j,Ni-N@C2,Ni,58.693,28,7.61,1.91,111.54,8,121,none,PANI-carbon black derived,0,0,0,1,0,1,0,0.199,0,2.81,3.5,,,25.5,2.83,50.9,20.8,,57,1,1000,1,5,CO,KHCO3,0,0.5,0.3,nafion 117,177.8,carbon paper,1,1,,7.2,,,,57.26274,74.17949,91.09624,92.4044,87.17828,71.71819,29.94383,,,,,,0.32896,1.6765,5.30205,7.5239,7.65224,5.55872,,-0.8,-0.69,0.69,92.4044,5.30205,,,,
"A highly efficient diatomic nickel electrocatalyst
for CO2 reduction",10.1039/d0cc03410j,Ni-N@C4,Ni,58.693,28,7.61,1.91,111.54,8,121,none,PANI-carbon black derived,0,0,0,1,0,1,0,0.085,0,3.2,4,,,21.7,4.2,50.3,23.8,,20,1,1000,1,5,CO,KHCO3,0,0.5,0.3,nafion 117,177.8,carbon paper,1,1,,7.2,,,,0.01,29.35955,78.98297,87.20602,81.54915,57.02421,11.73521,,,,,,0.10437,0.4974,1.58827,2.98395,3.37698,1.76474,,-0.8,-0.69,0.69,87.20602,1.58827,,,,
"A highly efficient diatomic nickel electrocatalyst
for CO2 reduction",10.1039/d0cc03410j,N@C,none,0,0,0,0,0,0,0,none,PANI-carbon black derived,0,0,0,1,0,1,0,0,0,2.33,0,,,25.4,3.39,52.5,18.6,,373,1,1000,1,5,CO,KHCO3,0,0.5,0.3,nafion 117,177.8,carbon paper,1,1,,7.2,,,,0.22274,0.32825,0.43376,4.41747,2.30757,0.73331,0.72205,,,,,,0.06426,0.15249,0.24073,0.1926,0.1926,0.1926,,-0.8,-0.69,0.69,4.41747,0.24073,,,,
"A Universal Principle to?Accurately Synthesize 
Atomically Dispersed Metal每N4 Sites for?CO2
Electroreduction",10.1007/s40820-020-00443-z,SAs-Ni-N-C,Ni,58.693,28,7.61,1.91,111.54,8,121,none,melamine cyanuric acid derived porous carbon,0,0,0,0,0,0,1,3.77,0,18.01518053,4.1,,,59.47159385,32.72319116,7.805214989,0,,,0,700,2,5,CO,KHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.3,,14.58397,48.96332,69.00245,83.34267,98.48817,97.65191,77.27208,,,,,0.09025,0.18287,0.4665,1.56921,4.11904,7.158,8.60801,,,,-0.7,-0.59,0.59,98.48817,4.11904,,,,115
"A Universal Principle to?Accurately Synthesize 
Atomically Dispersed Metal每N4 Sites for?CO2
Electroreduction",10.1007/s40820-020-00443-z,SAs-Fe-N-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,melamine cyanuric acid derived porous carbon,0,0,0,0,0,0,1,5.49,0,19.35840708,4.1,,,50.44396448,34.38924886,15.16678666,0,,,0,700,2,5,CO,KHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.3,,23.34915,80.46224,81.29849,92.41758,85.01518,59.24615,41.87064,,,,,0.05842,0.1684,0.49834,1.41292,2.87452,3.58361,4.24639,,,,-0.6,-0.49,0.49,92.41758,1.41292,,,,124
